listing_id,name,host_id,host_name,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,booked_365,revenue,rent_term
761730987577311793,曼谷市中心loft公寓/近BTS，毗邻曼谷河滨！美食街 帕蓬夜市14分钟可达/WIFI/游泳池免费,227771817,MeetU,Sathon,13.7107766,100.5198909,Entire home/apt,1370,1,0,,0.0,6,341,0,24,32880,Short
761732077403679711,曼谷市中心loft公寓/近BTS，毗邻曼谷河滨！美食街 帕蓬夜市14分钟可达/WIFI/游泳池免费,227771817,MeetU,Sathon,13.7107766,100.5198909,Entire home/apt,1276,1,1,2022-12-26,1.0,6,342,1,23,29348,Short
761764195174192961,Open airy space above trendy Thonglor,2028402,John,Vadhana,13.73174,100.58043,Private room,1100,1,1,2022-12-12,1.0,2,73,1,292,321200,Short
762947149956508281,Luxury Studio/Sky Pool/5mins from MRT Rama9,80479251,Puripun,Ratchathewi,13.7541882,100.5632693,Entire home/apt,1200,5,0,,0.0,2,121,0,244,292800,Short
762958653946844978,Townhouse near Donmuang Airport International.,22314225,Bamrung,Don Mueang,13.94814,100.59207,Entire home/apt,850,7,0,,0.0,1,180,0,185,157250,Short
763401761333113689,Sarasinee Junior Suite,485773182,Bella B,Phaya Thai,13.79367549635577,100.5481621851838,Private room,1100,1,0,,0.0,2,364,0,1,1100,Short
763421928480852895,Pat room,209844630,Thitaree,Don Mueang,13.9133591,100.5896263,Private room,576,1,0,,0.0,3,365,0,0,0,Short
763465918701575965,Peaceful Space @ De Lapis Riverview,67335472,Mei,Bang Phlat,13.79267,100.50468,Entire home/apt,1490,5,0,,0.0,4,346,0,19,28310,Short
763469024967504426,22FAmazing pool and Gym Rama9 MRT 5mis,480534455,Vicky,Ratchathewi,13.7541882,100.5632693,Entire home/apt,1575,4,1,2022-11-29,1.0,14,320,1,45,70875,Short
763495621201543053,Rare Find @ Ciela Charan13 Station,67335472,Mei,Bangkok Yai,13.74009,100.46965,Entire home/apt,1490,5,0,,0.0,4,362,0,3,4470,Short
763575896091077366,Quadruple room near Khaosan and grand palace,152484190,Lertrit,Phra Nakhon,13.76374,100.49741,Private room,1250,1,1,2022-11-29,1.0,5,346,1,19,23750,Short
763633229352666733,Apartment near Khaosan,152484190,Lertrit,Phra Nakhon,13.76236,100.49723,Private room,650,1,2,2022-12-07,1.87,5,359,2,6,3900,Short
763667089052154824,ใจกลางเมืองติดห้างไอคอนสยาม วิวแม่น้ำเจ้าพระยา5ดาว,200814460,Noi,Thon buri,13.696346126268152,100.4851908384842,Entire home/apt,1800,1,0,,0.0,2,343,0,22,39600,Short
763703171868715376,Soi dog heaven.,240751858,Kunrawee,Vadhana,13.72997,100.58101,Private room,1200,1,0,,0.0,1,361,0,4,4800,Short
763772853135183234,网红打卡泳池/ 高级公寓/ 四面佛/ 暹罗广场/ 水门市场,157804575,飞,Parthum Wan,13.736754,100.546442,Entire home/apt,1600,28,0,,0.0,9,323,0,42,67200,Short
764118292516802030,R201/nearNewTrainNightMarket,179295136,Chieanchai,Din Daeng,13.77027,100.57002,Entire home/apt,650,2,0,,0.0,22,354,0,11,7150,Short
764137071788548326,R204 @ Oriental Ratchada,179295136,Chieanchai,Din Daeng,13.77038,100.5712,Entire home/apt,650,2,1,2022-11-27,0.94,22,336,1,29,18850,Short
764181588620394955,Designer's 1-bedroom apartment,52356055,Warinya,Khlong Toei,13.7376873,100.5533109,Entire home/apt,823,3,2,2022-12-18,2.0,2,298,2,67,55141,Short
764184727765605500,Large&Stylish 2BR+Outdoor Pool&Spa-BTS Ekkamai,267746594,Windy,Vadhana,13.73889,100.58883,Entire home/apt,2449,30,0,,0.0,37,120,0,245,600005,Long
764189199042119074,Modern&Luxury Condo/Infinity pool@BTS/Silom,221642164,Mary,Sathon,13.72027,100.52533,Entire home/apt,4588,10,0,,0.0,21,164,0,201,922188,Short
764238482199306393,City Center / Stunning Views / Infinity Pool,122824264,Antonio,Ratchathewi,13.75235832279374,100.53479150358278,Entire home/apt,2500,28,0,,0.0,3,302,0,63,157500,Short
764245245443928549,Luxury Central Studio Loft - Lively Location,63073442,Paul,Huai Khwang,13.7554204,100.5657855,Entire home/apt,1677,28,0,,0.0,5,38,0,327,548379,Short
764290812778950638,1 BR greenery home near airport - Pets friendly,81577630,Prusjimas,Saphan Sung,13.74178,100.70476,Private room,800,1,0,,0.0,2,364,0,1,800,Short
764297827617391657,Apartment Next to BangWa BTS,29857828,Tom,Phasi Charoen,13.72089,100.45958,Entire home/apt,850,90,0,,0.0,1,365,0,0,0,Long
764333170138641774,Comfy 1-bedRm Infinite Rooftop pool,61579423,Thiwaluck,Khlong Toei,13.72614,100.56449,Entire home/apt,1200,30,0,,0.0,7,327,0,38,45600,Long
764445186193514218,Best Location and Style. #1,9867720,Leeloo,Vadhana,13.7361,100.58391,Entire home/apt,4285,5,0,,0.0,8,349,0,16,68560,Short
764711915015539212,Soi 24 luxury appartement city view bkk on 17th fl,12002567,Qian,Khlong Toei,13.72408,100.56751,Entire home/apt,2000,180,0,,0.0,1,365,0,0,0,Long
764713304733492639,Modern Room 5 minutes to BTS(4D),23876548,Kate,Sathon,13.7171288,100.517136,Private room,690,1,1,2022-11-28,1.0,9,324,1,41,28290,Short
764734203255356449,"Luxury condo, MRT and BTS in downtown Bangkok",145295606,Harry,Huai Khwang,13.75721,100.56889,Entire home/apt,1800,7,0,,0.0,6,359,0,6,10800,Short
764797098366671113,Ci House 2,465211460,Napatsorn,Parthum Wan,13.73752,100.52168,Private room,1150,1,0,,0.0,6,356,0,9,10350,Short
764798510333739630,"50m MRT, Big C, 1 BR condo with Sauna, Pool & Gym",472715937,Kotcharat,Bang Sue,13.82867865742232,100.52763015031816,Entire home/apt,583,12,0,,0.0,8,309,0,56,32648,Short
764813963823090912,Apartment in Bangkok,291727818,Mymint,Chatu Chak,13.8387120435013,100.5583053184216,Private room,1500,1,0,,0.0,1,365,0,0,0,Short
753177290747092097,MRT Huaikhwang 1min Luxury condo,486401736,Yuninbkk,Huai Khwang,13.77782,100.57476,Private room,2198,3,0,,0.0,3,359,0,6,13188,Short
753212222096059363,Prime 11-Airy one bedroom-Great Pool and Gym-NANA,62256771,Terry,Vadhana,13.7428,100.55593,Entire home/apt,1523,20,1,2022-12-06,1.0,28,176,1,189,287847,Short
753217345875394732,曼谷市中心温馨loft/靠近BTS Surasak/ 带泳池，健身房,139189243,Hana,Sathon,13.70948,100.51894,Entire home/apt,1500,1,6,2022-12-22,3.53,29,349,6,16,24000,Short
753248714911561659,MRT Huaikhwang 1min Comfortable condo,486401736,Yuninbkk,Huai Khwang,13.77912,100.57411,Private room,1527,3,0,,0.0,3,365,0,0,0,Short
753267453404046673,- Hyde Sukhumvit 11 - Glamorous Design 2BR -,62256771,Terry,Vadhana,13.74427,100.55531,Entire home/apt,3486,5,0,,0.0,28,171,0,194,676284,Short
766475204354944904,Spacious 1 BR/2 beds near Suvarnabhumi Airport,20419071,Naraporn,Min Buri,13.7819349,100.7491805,Private room,640,1,0,,0.0,7,352,0,13,8320,Short
766475222372116230,Peaceful Room W/King Bed near Suvarnabhumi Airport,20419071,Naraporn,Min Buri,13.781393062134688,100.74838656613156,Private room,450,1,1,2022-12-24,1.0,7,350,1,15,6750,Short
766476340303882751,Vibrant private room/King bed near BKK Airport,20419071,Naraporn,Min Buri,13.7818279,100.7467904,Private room,450,1,0,,0.0,7,339,0,26,11700,Short
766491165192725733,20机场直达/近airportlink 和bts phayathai 站/高端雅致一房公寓/,18699637,Wilson,Ratchathewi,13.75855,100.53673,Entire home/apt,1914,28,0,,0.0,29,164,0,201,384714,Short
766529269206040947,The tree on-nut station,231892736,Audy,Khlong Toei,13.70255,100.59619,Private room,1179,1,1,2022-12-13,1.0,2,327,1,38,44802,Short
766544826936435381,商务型F,276700484,Hongyi,Phra Khanong,13.68727,100.63566,Private room,780,1,0,,0.0,11,363,0,2,1560,Short
766586422753298413,CS3/温馨studio/ 市中心/ BTS asok/免费泳池健身房,235135484,Shin,Khlong Toei,13.73538,100.55701,Entire home/apt,1757,1,1,2022-11-25,0.88,21,45,1,320,562240,Short
766652088735381240,"There, you have a good time.",488876165,Thanee,Vadhana,13.7425369,100.5604357,Entire home/apt,2200,7,0,,0.0,3,241,0,124,272800,Short
766673481417670739,Stunning River Views~Old Town~Walk to Train & Boat,298779338,Joyce,Bang Rak,13.72054,100.51588,Entire home/apt,3100,2,2,2022-12-12,2.0,8,322,2,43,133300,Short
766761802001660020,Sunniva Home,472110084,Sureerat,Khlong Sam Wa,13.917645,100.714626,Entire home/apt,1450,3,0,,0.0,1,354,0,11,15950,Short
766831504588770833,"Luxury condo, Super high-rise landscape, swimming",145295606,Harry,Huai Khwang,13.75683,100.56739,Entire home/apt,1800,1,0,,0.0,6,352,0,13,23400,Short
766937913048085357,"50m MRT, Big C, 1 BR condo with Sauna, Pool & Gym",472715937,Kotcharat,Bang Sue,13.828505133309555,100.52743334323168,Entire home/apt,561,12,0,,0.0,8,322,0,43,24123,Short
766999411756060211,Mixed Dorm 10 Bunkbed at Amazing khaosan Hostel 1,488818866,Thanet,Phra Nakhon,13.7624393,100.5039215,Shared room,350,1,0,,0.0,12,356,0,9,3150,Short
767013785562633330,luxury condo MRT Rama9station,185602387,Pluem,Din Daeng,13.76005,100.55764,Private room,2000,40,0,,0.0,16,365,0,0,0,Long
767024083329371401,Female Dor 5 Bunkbed at Amazing khaosan Hostel 1+2,488818866,Thanet,Phra Nakhon,13.7624393,100.5039215,Shared room,600,1,0,,0.0,12,356,0,9,5400,Short
767028987935859713,Female Dorm 5 Bunkbed atAmazing khaosan2+,488818866,Thanet,Phra Nakhon,13.7624393,100.5039215,Shared room,350,1,0,,0.0,12,356,0,9,3150,Short
767031449720039418,Female Dor 5 Bunkbed at Amazing khaosan Hostel 2+2,488818866,Thanet,Phra Nakhon,13.7624393,100.5039215,Shared room,600,1,0,,0.0,12,357,0,8,4800,Short
767033570613165554,Female Dor 5 Bunkbed at Amazing khaosan 3,488818866,Thanet,Phra Nakhon,13.7624393,100.5039215,Shared room,350,1,0,,0.0,12,356,0,9,3150,Short
767035530629585451,Group Female Dorm 1 Room 5 Bunkbed Amazing khaosan,488818866,Thanet,Phra Nakhon,13.7624393,100.5039215,Shared room,1350,1,0,,0.0,12,356,0,9,12150,Short
767049975413085362,City Center/King Bed/Luxury,2824430,Dave,Vadhana,13.74744,100.56182,Entire home/apt,2024,4,0,,0.0,14,330,0,35,70840,Short
767054839945404024,Entire one bedroom condo near iconsiam,169246052,Jamie,Khlong San,13.7312,100.50677,Entire home/apt,2257,5,0,,0.0,2,89,0,276,622932,Short
767061827877321023,"50m MRT, Big C, 1 BR condo with Sauna, Pool & Gym",472715937,Kotcharat,Bang Sue,13.828505133309555,100.52743334323168,Entire home/apt,560,12,0,,0.0,8,329,0,36,20160,Short
767066921721960080,city center/ASOK/ 2PPL 1BR/pool/GYM/T21/Sukhumvit,52161947,Noons,Khlong Toei,13.723233,100.5611192,Entire home/apt,1983,1,0,,0.0,99,356,0,9,17847,Short
767067635575354161,Easily reach Wat-Arun/Grand Palace/ China Town.,153600995,Thee,Bangkok Yai,13.7378687,100.4859177,Private room,1650,1,1,2022-12-13,1.0,2,276,1,89,146850,Short
767103608939656119,CASA Pergola,20939143,Sound,Bang Khen,13.868438842841556,100.59049525767216,Private room,2100,1,0,,0.0,1,365,0,0,0,Short
767112544721073364,Sathon Luxury Loft/China Town/Icon Siam,276781306,Alex,Sathon,13.7107766,100.5198909,Entire home/apt,1580,1,0,,0.0,13,326,0,39,61620,Short
767128654727724698,Sathon Luxury Loft/China Town/Icon Siam,276781306,Alex,Sathon,13.7107766,100.5198909,Entire home/apt,1580,1,0,,0.0,13,339,0,26,41080,Short
767135411173964009,Sathon Luxury Loft/China Town/Icon Siam,344327171,Alice,Sathon,13.7116,100.51872,Entire home/apt,1580,1,0,,0.0,40,339,0,26,41080,Short
767172915892691435,"Luxurious High Rise Condo Unit, Self Check-In",81456297,Mint,Vadhana,13.74211,100.56034,Entire home/apt,3300,3,3,2022-12-06,3.0,2,140,3,225,742500,Short
767209862421759841,กลางกรุง​รีสอร์ท​B2,488929688,Srisakul,Din Daeng,13.774137070688392,100.56932743638752,Entire home/apt,760,2,2,2022-12-16,2.0,1,291,2,74,56240,Short
767211258918276214,豪华公寓空中泳池健身房+步行3分钟至BTS Ekkamai+Gateway+商场夜店酒吧,129986395,Ed,Khlong Toei,13.71606,100.58515,Entire home/apt,2109,1,3,2022-12-20,3.0,13,342,3,23,48507,Short
767285512226579845,The tree on-nut station,231892736,Audy,Phra Khanong,13.7014,100.59674,Entire home/apt,1210,5,0,,0.0,2,312,0,53,64130,Short
767297103865162725,Beyond 6 stars furnished 0 m. to BTS Thonglor,488977488,Pakin,Khlong Toei,13.724256218778534,100.57818204073592,Private room,3871,3,3,2022-12-18,3.0,2,161,3,204,789684,Short
767321078467527412,Ci house 3,465211460,Napatsorn,Parthum Wan,13.73827454786967,100.52049403385976,Private room,1200,1,0,,0.0,6,360,0,5,6000,Short
767550224115354916,2 bedrooms sleep5 near Kasemrad Ramkhamhaeng,51709028,Nata,Saphan Sung,13.75933,100.68338,Entire home/apt,2199,3,0,,0.0,3,173,0,192,422208,Short
767617794510002328,3-one9five-拉玛9精品一居室无边泳池健身房火车夜市尚泰购物中心可包月,479841137,季,Huai Khwang,13.756346582917878,100.56859358836064,Entire home/apt,1114,1,5,2022-12-15,5.0,21,336,5,29,32306,Short
767644763230714771,高层独立公寓（含水，电，网费）,447626756,丝竹,Bang Sue,13.81884,100.53197,Entire home/apt,633,28,0,,0.0,11,354,0,11,6963,Short
767649875852402519,乍都周末市场（含水电网费）,447626756,丝竹,Bang Sue,13.82078,100.5337,Entire home/apt,661,7,0,,0.0,11,355,0,10,6610,Short
767662649500615286,Apartment near MRT and BTS train1,485783014,Phunnaras,Chatu Chak,13.80951,100.5657,Private room,571,2,0,,0.0,4,359,0,6,3426,Short
767662655142397242,Heart of Chatuchak1,485783014,Phunnaras,Chatu Chak,13.810505624219662,100.56480657309294,Private room,563,3,1,2022-12-11,1.0,4,358,1,7,3941,Short
767669838489837561,11-one9five-拉玛9精品一室一厅无边泳池健身房火车夜市尚泰购物中心可包月,479841137,季,Huai Khwang,13.756450793767591,100.5685506730164,Entire home/apt,1349,1,4,2022-12-16,4.0,21,323,4,42,56658,Short
767704723441753372,The Color of City ICOM SIAM,486989043,Jason,Thon buri,13.718484093625106,100.48595774387206,Private room,1002,20,0,,0.0,5,361,0,4,4008,Short
767764859353444538,New! Gateway/ Bangkok University 1BR 2PPL near BTS,52161947,Noons,Khlong Toei,13.7168468,100.5847812,Entire home/apt,2099,1,2,2022-12-15,2.0,99,351,2,14,29386,Short
767841501729205450,80米轻轨站，空中泳池+健身房，可步行至I con siam，距大皇宫4公里,153075816,Lili,Thon buri,13.72051,100.49231,Entire home/apt,793,14,0,,0.0,1,307,0,58,45994,Short
767852173366164842,Near Suvarnabhumi to Bangkok,489056851,Tanudech,Bang Kapi,13.76035,100.63837,Private room,2240,1,0,,0.0,2,365,0,0,0,Short
767854746382894709,15days!New!Bang Phlat MRT 600m/swiming pool/gym,52161947,Noons,Bang Phlat,13.7889383,100.5035996,Entire home/apt,885,15,0,,0.0,99,320,0,45,39825,Short
767869402163304438,2BR near Suvarnabhumi to Bangkok,489056851,Tanudech,Bang Kapi,13.76005,100.64065,Private room,4000,1,0,,0.0,2,361,0,4,16000,Short
767938976317865435,"Residence in sukhumvit, Bangkok",68228740,Su,Vadhana,13.72237,100.5905,Entire home/apt,1100,30,0,,0.0,3,365,0,0,0,Long
767945912006659422,Sathon Luxury Loft/China Town/Icon Siam,344327171,Alice,Sathon,13.7107766,100.5198909,Entire home/apt,1580,1,0,,0.0,40,339,0,26,41080,Short
767950161218542954,沙吞老城区精品loft/唐人街/Silom/摩天轮夜市,20133201,Willam,Sathon,13.7107766,100.5198909,Entire home/apt,1580,1,0,,0.0,33,339,0,26,41080,Short
767957513670782922,Sathon Luxury Loft/China Town/Icon Siam,20133201,Willam,Sathon,13.70999,100.51933,Entire home/apt,1580,1,0,,0.0,33,339,0,26,41080,Short
767960127243209428,Ramkomut House 593 (Room No.3)  Phomphong BTS,447196242,Charinee,Vadhana,13.73295779460777,100.56796146745909,Private room,435,1,3,2022-12-21,3.0,4,305,3,60,26100,Short
768043810310175589,New Apartment at Sukhumvit 22,485565490,Athikun,Khlong Toei,13.72482108639869,100.56350704282522,Private room,1965,7,0,,0.0,1,346,0,19,37335,Short
768053261632864801,Single Bed w/ kitchenette @ Phromphong,8354297,Weeraya,Vadhana,13.73041,100.57214,Entire home/apt,693,1,0,,0.0,10,341,0,24,16632,Short
768083692583748656,曼谷：Circle Sukhumvit 31 高端奢华公寓,342113311,George,Vadhana,13.7381,100.56534,Entire home/apt,2366,30,0,,0.0,40,83,0,282,667212,Long
768106271063161456,1 Bedroom Apt near MRT Samyan!,42957004,Annie,Bang Rak,13.73097,100.52259,Entire home/apt,1100,14,0,,0.0,1,323,0,42,46200,Short
768362934089893683,一房一厅户型，快捷，舒适。,311502525,Wanchun,Bang Kapi,13.74888,100.61326,Entire home/apt,958,7,0,,0.0,2,357,0,8,7664,Short
768393168132757933,BTS Nana/Terminal 21/Hi-speed WIFI/NIST Int,44246035,DangDang,Vadhana,13.74778,100.55932,Entire home/apt,1744,15,0,,0.0,4,146,0,219,381936,Short
764855568126240178,PomPomHome@Bangna,302224694,Chaichan,Bang Na,13.66321,100.62414,Private room,850,1,1,2022-12-12,1.0,8,348,1,17,14450,Short
764890237432580783,Private room near bangkapi mall,43563241,Raxtham,Bang Kapi,13.76763,100.63936,Private room,399,1,0,,0.0,7,335,0,30,11970,Short
764906657801880187,B6 17 Luxury Condo in Heart of Bangkok,174102234,Susan,Khlong Toei,13.72397,100.56669,Entire home/apt,1435,1,0,,0.0,18,359,0,6,8610,Short
765042873480043520,Sleep 4-NYC Loft-Phrakhanong BTS,4138170,Kevin,Vadhana,13.72291,100.60468,Entire home/apt,1774,1,3,2022-11-28,2.73,11,346,3,19,33706,Short
765123073695995321,1 Lovely bedroom next to metro,131270916,Magic,Huai Khwang,13.75338,100.56936,Entire home/apt,1500,30,0,,0.0,33,294,0,71,106500,Long
765179906754679091,Cozy home Langsuan,479640508,Yoyo,Parthum Wan,13.7414,100.54288,Entire home/apt,3500,30,0,,0.0,10,365,0,0,0,Long
765448776424854655,iSanook Suite 34 sqm 6,8663142,ISanook Hotel,Bang Rak,13.7326117,100.5221096,Private room,1900,30,0,,0.0,45,303,0,62,117800,Long
765484021319636098,沙吞花园式精品一居室/摩天轮河边夜市/唐人街/icomsiam,344327171,Alice,Sathon,13.71213,100.5217,Entire home/apt,1157,1,0,,0.0,40,360,0,5,5785,Short
765506620029375629,D Condo Ramkhamhaeng 9 (Airport link Ramkhamhaeng),183944288,Sina,Bang Kapi,13.74941,100.60484,Entire home/apt,714,1,5,2022-12-16,5.0,1,33,5,332,237048,Short
765511098922381333,-Hyde Sukhumvit 11- Deluxe 2BR-Impeccable Location,62256771,Terry,Vadhana,13.7437,100.55568,Entire home/apt,3630,5,2,2022-12-14,2.0,28,164,2,201,729630,Short
761776302542988562,Hip condo above trendy Thong lo,2028402,John,Vadhana,13.73172,100.58058,Private room,1100,1,1,2022-11-23,0.83,2,179,1,186,204600,Short
765541827307090241,Just Us Home Stay - Room 3,467343405,Justus,Phaya Thai,13.7950739,100.5492194,Private room,1400,1,0,,0.0,4,365,0,0,0,Short
761793757386583134,1BR serviced apt walk to BTS/MRT,49683163,Jarungjit,Bang Rak,13.72755,100.53907,Entire home/apt,2000,1,0,,0.0,8,365,0,0,0,Short
761834316732148365,"Twin temple view, near khaosan rd.",137651106,Suree,Phra Nakhon,13.76093,100.49331,Private room,625,1,3,2022-12-16,3.0,2,354,3,11,6875,Short
768415303778088978,High-Rise Living in Bangkok,60494289,Faidra,Bang Rak,13.72259,100.51609,Entire home/apt,1385,7,0,,0.0,1,287,0,78,108030,Short
761852754245972307,Big Bed room with temple view(102),137651106,Suree,Phra Nakhon,13.76065,100.49336,Private room,625,1,3,2022-12-24,2.81,2,361,3,4,2500,Short
768465228397037808,Good place for sleep,259702970,Nawachon,Bang Kapi,13.7699,100.63004,Entire home/apt,3500,1,1,2022-11-29,1.0,1,365,1,0,0,Short
768532838227883486,Chapter One ECO Ratchada - Huaikwang,145295606,Harry,Huai Khwang,13.77229,100.58333,Entire home/apt,688,28,0,,0.0,6,335,0,30,20640,Short
761856390315697794,2 bedrooms with balcony in CBD,23973750,Vee,Sathon,13.720809371026872,100.54784696549176,Private room,1600,1,0,,0.0,4,267,0,98,156800,Short
761872225097413092,"Siam Plaengna-Naprang3 Room, Chatuchak",311909791,Siamplaengna,Chatu Chak,13.79864,100.56432,Private room,1100,2,1,2022-12-03,1.0,13,346,1,19,20900,Short
761875883500534615,Spacious Condo near BTS Ekkamai,488045654,Lawt,Khlong Toei,13.7127,100.5831,Entire home/apt,1400,7,0,,0.0,1,327,0,38,53200,Short
768593895324452411,Bangkok 1BR/Pool&GYM/OnNut/BTS,482467705,Walinworakarn,Suanluang,13.71662,100.61283,Private room,1076,1,1,2022-12-14,1.0,1,74,1,291,313116,Short
768709473385249525,- Hyde Sukhumvit 11 - High Floor Hyper View - NANA,62256771,Terry,Vadhana,13.74335,100.55526,Entire home/apt,1760,5,3,2022-12-25,3.0,28,158,3,207,364320,Short
765551214225077040,ดิ เอดิเตอร์ สะพานควาย,488691702,Benjamas,Phaya Thai,13.79324,100.55058,Entire home/apt,1653,7,0,,0.0,1,345,0,20,33060,Short
765563906993172827,Just Us Home Stay - Room 4,467343405,Justus,Phaya Thai,13.79529270646734,100.54891537277643,Private room,1400,1,1,2022-12-13,1.0,4,364,1,1,1400,Short
765564229609645588,สุขุมวิทพลัส คอนโดมิเนียม,488693680,Sukanya,Khlong Toei,13.7126,100.59189,Private room,1500,31,0,,0.0,1,365,0,0,0,Long
765623508270675619,B5 6 Luxury Condo in Heart of Bangkok,174102234,Susan,Khlong Toei,13.72605,100.56501,Entire home/apt,1599,1,3,2022-12-28,3.0,18,353,3,12,19188,Short
765632824291529126,Sathon Luxury 2 br/China Town/Icon Siam,264864968,Tricia,Sathon,13.7107766,100.5198909,Entire home/apt,2221,1,0,,0.0,44,340,0,25,55525,Short
765649787724125995,Luxury-Cozy/Sukhumvit-Rama9/Pool/High Fl/City View,120647698,Pongsakorn,Vadhana,13.745218314148175,100.57302821427584,Entire home/apt,1507,20,2,2022-12-14,2.0,1,347,2,18,27126,Short
765673008627517141,"Apartment,Sukhumvit NANA",485479887,Arash,Vadhana,13.742585872209766,100.5542916432023,Entire home/apt,2350,1,0,,0.0,3,360,0,5,11750,Short
765691389894680033,Sathon Luxury 2 br/China Town/Icon Siam,264864968,Tricia,Sathon,13.7107766,100.5198909,Entire home/apt,2221,1,0,,0.0,44,340,0,25,55525,Short
765693830342277946,Sathon Luxury 2 br/China Town/Icon Siam,264864968,Tricia,Sathon,13.7107766,100.5198909,Entire home/apt,2221,1,1,2022-12-11,1.0,44,340,1,25,55525,Short
765702724873676460,Sukhumvit/BTS PhraKhanong/2BR,272914856,Kathy,Vadhana,13.71734250426256,100.58920361101627,Entire home/apt,2207,2,1,2022-11-27,0.94,6,137,1,228,503196,Short
765709560039806354,Sathon Luxury 2 br/China Town/Icon Siam,344327171,Alice,Sathon,13.7107766,100.5198909,Entire home/apt,2221,1,1,2022-11-30,1.0,40,340,1,25,55525,Short
765716244664642439,Sathon Luxury 2 br/China Town/Icon Siam,344327171,Alice,Sathon,13.7107766,100.5198909,Entire home/apt,2221,1,0,,0.0,40,340,0,25,55525,Short
765721954905526928,Sathon Luxury 2 br/China Town/Icon Siam,344327171,Alice,Sathon,13.7107766,100.5198909,Entire home/apt,2221,1,0,,0.0,40,340,0,25,55525,Short
765728211212001811,Sathon Luxury 2 br/China Town/Icon Siam,276781306,Alex,Sathon,13.7107766,100.5198909,Entire home/apt,2221,1,0,,0.0,13,340,0,25,55525,Short
765748852683411165,Triple room near BTS Ratchathewi,484217989,Siam,Ratchathewi,13.75294,100.52814,Private room,2500,1,0,,0.0,3,357,0,8,20000,Short
765775221935391694,Sathon Luxury 2 br/China Town/Icon Siam,20133201,Willam,Sathon,13.7107766,100.5198909,Entire home/apt,2221,1,1,2022-11-26,0.91,33,340,1,25,55525,Short
765781484209218358,Sathon Luxury 2 br/China Town/Icon Siam,20133201,Willam,Sathon,13.7107766,100.5198909,Entire home/apt,2221,1,0,,0.0,33,340,0,25,55525,Short
765786442690328363,沙吞花园式精品两居居室/摩天轮河边夜市/唐人街/icomsiam,20133201,Willam,Sathon,13.7107766,100.5198909,Entire home/apt,2221,1,0,,0.0,33,340,0,25,55525,Short
765810122470064436,R202/near NewTrainNightMarket,179295136,Chieanchai,Din Daeng,13.77094,100.5699,Entire home/apt,650,2,5,2022-12-17,4.69,22,334,5,31,20150,Short
765824438879360763,商务型D,276700484,Hongyi,Phra Khanong,13.684,100.63431,Entire home/apt,780,1,0,,0.0,11,358,0,7,5460,Short
766100845891751719,独立公寓（地铁、7-11、健身房、游泳池、高层视野好）,447626756,丝竹,Bang Sue,13.82054,100.53159,Entire home/apt,572,7,0,,0.0,11,339,0,26,14872,Short
766238051120647741,"Downtown, quiet, nearby to mrt and BTS，convenience",145295606,Harry,Vadhana,13.74163,100.55844,Entire home/apt,1500,28,0,,0.0,6,326,0,39,58500,Short
766259528676932912,"Flat In Sathorn, Very Central, Near Lumphini",26620868,Gilles,Sathon,13.72151,100.53893,Entire home/apt,2856,2,0,,0.0,34,359,0,6,17136,Short
766261392239024217,Charming 2 - 500m from BTS Thonglor Japanese onsen,309401240,Atchara,Khlong Toei,13.7215871,100.5793354,Private room,1120,1,0,,0.0,12,152,0,213,238560,Short
766281026418336431,Nana BTS Spacious 1BR W/Balcony Asok Terminal 21,89820474,Ken-Bambu,Khlong Toei,13.740349856859952,100.552640445473,Entire home/apt,1800,2,1,2022-12-15,1.0,48,176,1,189,340200,Short
766283204608098029,Nana BTS Spacious 1BR W/Balcony Asok Terminal 21,89820474,Ken-Bambu,Khlong Toei,13.740362586663524,100.55250817278566,Entire home/apt,1890,2,2,2022-12-14,2.0,48,169,2,196,370440,Short
766285330792896608,Nana BTS Spacious 1BR W/Balcony Asok Terminal 21,89820474,Ken-Bambu,Khlong Toei,13.740721427216782,100.5521291086004,Entire home/apt,2050,2,2,2022-12-10,2.0,48,121,2,244,500200,Short
766292148810964053,Bright&Large 1BR-Sky Pool+Sunbath-7m BTS&Icon Siam,267746594,Windy,Khlong San,13.72194,100.506,Entire home/apt,1840,40,0,,0.0,37,94,0,271,498640,Long
766338732841140471,"Siam Plaengna-Napee8 Room, Chatuchak",311909791,Siamplaengna,Chatu Chak,13.79726,100.56442,Private room,950,2,1,2022-12-23,1.0,13,357,1,8,7600,Short
766341958840420433,Female Dorm 5 Bunkbed at Amazing khaosan 1,488818866,Thanet,Phra Nakhon,13.7624393,100.5039215,Shared room,350,1,0,,0.0,12,357,0,8,2800,Short
766395691595202725,Mixed Dorm 10 Bunkbed at Amazing khaosan Hostel2+2,488818866,Thanet,Phra Nakhon,13.76167,100.5032,Shared room,600,1,0,,0.0,12,365,0,0,0,Short
766396189359362765,BTS Nana./Night life/Sukhumvit 11/Pool/No-Window.,460667273,Solitaire Bangkok,Vadhana,13.74425,100.55752,Private room,1743,1,1,2022-12-04,1.0,9,360,1,5,8715,Short
766398520123070515,Deluxe Suites With Balcony Month,45414241,Banthueng,Vadhana,13.74052,100.56153,Entire home/apt,2500,30,0,,0.0,7,346,0,19,47500,Long
